"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,58473.85,58.47
2,Nganglam,58473.85,58.47
3,Wamrong,59790.31,59.79
4,Trashigang,60156.83,60.16
5,Trashiyangtse,60972.62,60.97
6,Mongar,61169.67,61.17
7,Gyelposing,61224.07,61.22
8,Kanglung,60259.88,60.26
9,Pemagatshel,59691.14,59.69
10,Lhuntse,61726.94,61.73
11,Jomotsangkha,59414.48,59.41
12,Autsho,61388.32,61.39
13,Doksum,60426.44,60.43
14,Bhangtar,59201.66,59.2
15,Rangjung,60410.25,60.41
