"#",Station,RSP/KL,RSP/L
1,Phuentsholing,50271.26,50.27
2,Rinchending,50351.72,50.35
3,Pasakha,50405.36,50.41
4,Chimakothi,51557.45,51.56
5,Lungtenzampa,52029.05,52.03
6,Paro Town,52011.49,52.01
7,Haa,52691.04,52.69
8,Bajo Town,52346.07,52.35
9,Beychu,52569.57,52.57
10,Samtse Town,49832.62,49.83
11,Sipsoo,51405.34,51.41
12,Gomtu,49889.83,49.89
13,Gedu,51145.19,51.15
14,Lobesa,52246.55,52.25
15,Khuruthang,52327.01,52.33
16,Gasa,53487.7,53.49
