"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,64339.43,64.34
2,Nganglam Potonala,64332.94,64.33
3,Wamrong,65880.76,65.88
4,Trashigang,66060.87,66.06
5,Trashiyangtse,67050.25,67.05
6,Mongar,67177.6,67.18
7,Gyelposing,67092.58,67.09
8,Kanglung,66320.15,66.32
9,Pemagatshel,65725.24,65.73
10,Lhuntse,67675.85,67.68
11,Jomotsangkha,64339.43,64.34
12,Autsho,67305.18,67.31
13,Doksum,66354.51,66.35
14,Bhangtar,64947.35,64.95
15,Rangjung,66367.17,66.37
