"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,51647.58,51.65
2,Sarpang,51997.37,52
3,Dagapela,53361.11,53.36
4,Tsirang,52884.11,52.88
5,Zhemgang,53585.11,53.59
6,Trongsa,54552.53,54.55
7,Bumthang,55425.85,55.43
8,Dagana,53858.73,53.86
9,Lhamoizingkha,52655.09,52.66
10,Dangdung,55105.84,55.11
11,Panbang,53200.11,53.2
12,Tingtibi,52836.88,52.84
