"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,57354.09,57.35
2,Nganglam,57354.09,57.35
3,Wamrong,58822.93,58.82
4,Trashigang,59063.13,59.06
5,Trashiyangtse,59996.55,60
6,Mongar,60146.37,60.15
7,Gyelposing,60106.3,60.11
8,Kanglung,59272.05,59.27
9,Pemagatshel,58685.58,58.69
10,Lhuntse,60663.65,60.66
11,Jomotsangkha,56061.86,56.06
12,Autsho,60303.31,60.3
13,Doksum,59349.03,59.35
14,Bhangtar,57962.01,57.96
15,Rangjung,59352.39,59.35
