"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,58614.83,58.61
2,Sarpang,58976.9,58.98
3,Dagapela,60380.74,60.38
4,Tsirang,59910.7,59.91
5,Zhemgang,60619.59,60.62
6,Trongsa,61583.58,61.58
7,Bumthang,62493.48,62.49
8,Dagana,60891.5,60.89
9,Lhamoizingkha,59623.2,59.62
10,Dangdung,62103.49,62.1
11,Panbang,60167.36,60.17
12,Tingtibi,59820.19,59.82
