"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,38213.64,38.21
2,Nganglam,38213.64,38.21
3,Wamrong,39379.56,39.38
4,Trashigang,39870.87,39.87
5,Trashiyangtse,40570.45,40.57
6,Mongar,40814.17,40.81
7,Gyelposing,40961.89,40.96
8,Kanglung,39869.33,39.87
9,Pemagatshel,39318.12,39.32
10,Lhuntse,41410.95,41.41
11,Jomotsangkha,36874.1,36.87
12,Autsho,41093.78,41.09
13,Doksum,40124.39,40.12
14,Bhangtar,38793.87,38.79
15,Rangjung,40088.9,40.09
