"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2020-07-16
#StationRSP/KLRSP/L
1Samdrup Jongkhar52477.2652.48
2Nganglam52477.2652.48
3Wamrong53749.1753.75
4Trashigang54152.6254.15
5Trashiyangtse54934.0154.93
6Mongar55144.8855.14
7Gyelposing55226.8955.23
8Kanglung54224.7154.22
9Pemagatshel53661.1653.66
10Lhuntse55713.8455.71
11Jomotsangkha51137.7551.14
12Autsho55381.5755.38
13Doksum54417.4754.42
14Bhangtar53085.1853.09
15Rangjung54395.5754.4",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,52477.26,52.48
2,Nganglam,52477.26,52.48
3,Wamrong,53749.17,53.75
4,Trashigang,54152.62,54.15
5,Trashiyangtse,54934.01,54.93
6,Mongar,55144.88,55.14
7,Gyelposing,55226.89,55.23
8,Kanglung,54224.71,54.22
9,Pemagatshel,53661.16,53.66
10,Lhuntse,55713.84,55.71
11,Jomotsangkha,51137.75,51.14
12,Autsho,55381.57,55.38
13,Doksum,54417.47,54.42
14,Bhangtar,53085.18,53.09
15,Rangjung,54395.57,54.4
