"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2020-09-16
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost52101.5952.1
2Sarpang52452.1852.45
3Dagapela53818.5353.82
4Tsirang53341.9953.34
5Zhemgang54043.554.04
6Trongsa55010.755.01
7Bumthang55886.455.89
8Dagana54317.0154.32
9Lhamoizingkha56293.0556.29
10Dangdung55561.8355.56
11Panbang53654.1253.65
12Tingtibi53291.9453.29",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52101.59,52.1
2,Sarpang,52452.18,52.45
3,Dagapela,53818.53,53.82
4,Tsirang,53341.99,53.34
5,Zhemgang,54043.5,54.04
6,Trongsa,55010.7,55.01
7,Bumthang,55886.4,55.89
8,Dagana,54317.01,54.32
9,Lhamoizingkha,56293.05,56.29
10,Dangdung,55561.83,55.56
11,Panbang,53654.12,53.65
12,Tingtibi,53291.94,53.29
