"NEW PRICI NG DETA ILS
Region:Central RegionProduct:MS (in KL)Approved Date:2020-01-15
#StationRSP/KLRSP/L
1Gelephu Town58153.7158.15
2Sarpang58254.2758.25
3Dagapela59916.1559.92
4Tsirang59445.6559.45
5Zhemgang62567.8262.57
6Trongsa61547.3661.55
7Bumthang62025.7162.03
8Dagana60426.0460.43
9Lhamoizingkha63703.6163.7
10Dangdung61640.3661.64
11Panbang59706.2459.71
12Tingtibi59934.7159.93",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,58153.71,58.15
2,Sarpang,58254.27,58.25
3,Dagapela,59916.15,59.92
4,Tsirang,59445.65,59.45
5,Zhemgang,62567.82,62.57
6,Trongsa,61547.36,61.55
7,Bumthang,62025.71,62.03
8,Dagana,60426.04,60.43
9,Lhamoizingkha,63703.61,63.7
10,Dangdung,61640.36,61.64
11,Panbang,59706.24,59.71
12,Tingtibi,59934.71,59.93
