"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2020-05-06
#StationRSP/KLRSP/L
1Gelephu Town32263.5432.26
2Sarpang32303.7332.3
3Dagapela33768.4933.77
4Tsirang33263.7933.26
5Zhemgang36347.1336.35
6Trongsa35343.5535.34
7Bumthang35642.0835.64
8Dagana34213.7934.21
9Lhamoizingkha37310.7537.31
10Dangdung35600.7635.6
11Panbang33816.0733.82
12Tingtibi33965.633.97",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,32263.54,32.26
2,Sarpang,32303.73,32.3
3,Dagapela,33768.49,33.77
4,Tsirang,33263.79,33.26
5,Zhemgang,36347.13,36.35
6,Trongsa,35343.55,35.34
7,Bumthang,35642.08,35.64
8,Dagana,34213.79,34.21
9,Lhamoizingkha,37310.75,37.31
10,Dangdung,35600.76,35.6
11,Panbang,33816.07,33.82
12,Tingtibi,33965.6,33.97
