"NEW PRICI NG DETA ILS
Region:Central RegionProduct:HSD (in KL)Approved Date:2020-03-01
#StationRSP/KLRSP/L
1Gelephu Forest Checkpost54364.7854.36
2Sarpang54693.5654.69
3Dagapela55988.755.99
4Tsirang55499.855.5
5Zhemgang56187.2856.19
6Trongsa57160.5857.16
7Bumthang57971.3157.97
8Dagana56463.8456.46
9Lhamoizingkha55370.8255.37
10Dangdung57771.0457.77
11Panbang55917.3155.92
12Tingtibi55526.6155.53",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,54364.78,54.36
2,Sarpang,54693.56,54.69
3,Dagapela,55988.7,55.99
4,Tsirang,55499.8,55.5
5,Zhemgang,56187.28,56.19
6,Trongsa,57160.58,57.16
7,Bumthang,57971.31,57.97
8,Dagana,56463.84,56.46
9,Lhamoizingkha,55370.82,55.37
10,Dangdung,57771.04,57.77
11,Panbang,55917.31,55.92
12,Tingtibi,55526.61,55.53
