"NEW PRICI NG DETA ILS
Region:Eastern RegionProduct:HSD (in KL)Approved Date:2020-01-15
#StationRSP/KLRSP/L
1Samdrup Jongkhar57831.9757.83
2Nganglam57831.9757.83
3Wamrong59143.6659.14
4Trashigang59514.1359.51
5Trashiyangtse60326.2460.33
6Mongar60524.7860.52
7Gyelposing60582.1260.58
8Kanglung59613.8759.61
9Pemagatshel59045.6959.05
10Lhuntse61083.361.08
11Jomotsangkha58772.5958.77
12Autsho60745.3560.75
13Doksum59783.2459.78
14Bhangtar58558.4658.56
15Rangjung59766.4459.77",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,57831.97,57.83
2,Nganglam,57831.97,57.83
3,Wamrong,59143.66,59.14
4,Trashigang,59514.13,59.51
5,Trashiyangtse,60326.24,60.33
6,Mongar,60524.78,60.52
7,Gyelposing,60582.12,60.58
8,Kanglung,59613.87,59.61
9,Pemagatshel,59045.69,59.05
10,Lhuntse,61083.3,61.08
11,Jomotsangkha,58772.59,58.77
12,Autsho,60745.35,60.75
13,Doksum,59783.24,59.78
14,Bhangtar,58558.46,58.56
15,Rangjung,59766.44,59.77
