"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-02-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost57647.8357.652Sarpang57980.7557.983Dagapela59289.4259.294Tsirang58802.8758.85Zhemgang59493.0259.496Trongsa60465.1560.477Bumthang61288.2361.298Dagana59768.9959.779Lhamoizingkha58654.1658.6510Dangdung61064.3461.0611Panbang59200.3659.212Tingtibi58815.0858.82",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,57647.83,57.65
2,Sarpang,57980.75,57.98
3,Dagapela,59289.42,59.29
4,Tsirang,58802.87,58.8
5,Zhemgang,59493.02,59.49
6,Trongsa,60465.15,60.47
7,Bumthang,61288.23,61.29
8,Dagana,59768.99,59.77
9,Lhamoizingkha,58654.16,58.65
10,Dangdung,61064.34,61.06
11,Panbang,59200.36,59.2
12,Tingtibi,58815.08,58.82
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-02-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost57647.8357.652Sarpang57980.7557.983Dagapela59289.4259.294Tsirang58802.8758.85Zhemgang59493.0259.496Trongsa60465.1560.477Bumthang61288.2361.298Dagana59768.9959.779Lhamoizingkha58654.1658.6510Dangdung61064.3461.0611Panbang59200.3659.212Tingtibi58815.0858.82",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,57647.83,57.65
2,Sarpang,57980.75,57.98
3,Dagapela,59289.42,59.29
4,Tsirang,58802.87,58.8
5,Zhemgang,59493.02,59.49
6,Trongsa,60465.15,60.47
7,Bumthang,61288.23,61.29
8,Dagana,59768.99,59.77
9,Lhamoizingkha,58654.16,58.65
10,Dangdung,61064.34,61.06
11,Panbang,59200.36,59.2
12,Tingtibi,58815.08,58.82
