"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-07-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate51723.3451.722Nganglam Potonala51768.2651.773Wamrong52989.6452.994Trashigang53397.7453.45Trashiyangtse54174.8154.176Mongar54387.4154.397Gyelposing54472.954.478Kanglung53465.9453.479Pemagatshel52903.0552.910Lhuntse54957.8554.9611Jomotsangkha51723.3451.7212Autsho54626.3754.6313Doksum53661.9953.6614Bhangtar52293.6852.2915Rangjung53639.3753.64",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,51723.34,51.72
2,Nganglam Potonala,51768.26,51.77
3,Wamrong,52989.64,52.99
4,Trashigang,53397.74,53.4
5,Trashiyangtse,54174.81,54.17
6,Mongar,54387.41,54.39
7,Gyelposing,54472.9,54.47
8,Kanglung,53465.94,53.47
9,Pemagatshel,52903.05,52.9
10,Lhuntse,54957.85,54.96
11,Jomotsangkha,51723.34,51.72
12,Autsho,54626.37,54.63
13,Doksum,53661.99,53.66
14,Bhangtar,52293.68,52.29
15,Rangjung,53639.37,53.64
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-07-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate51723.3451.722Nganglam Potonala51768.2651.773Wamrong52989.6452.994Trashigang53397.7453.45Trashiyangtse54174.8154.176Mongar54387.4154.397Gyelposing54472.954.478Kanglung53465.9453.479Pemagatshel52903.0552.910Lhuntse54957.8554.9611Jomotsangkha51723.3451.7212Autsho54626.3754.6313Doksum53661.9953.6614Bhangtar52293.6852.2915Rangjung53639.3753.64",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,51723.34,51.72
2,Nganglam Potonala,51768.26,51.77
3,Wamrong,52989.64,52.99
4,Trashigang,53397.74,53.4
5,Trashiyangtse,54174.81,54.17
6,Mongar,54387.41,54.39
7,Gyelposing,54472.9,54.47
8,Kanglung,53465.94,53.47
9,Pemagatshel,52903.05,52.9
10,Lhuntse,54957.85,54.96
11,Jomotsangkha,51723.34,51.72
12,Autsho,54626.37,54.63
13,Doksum,53661.99,53.66
14,Bhangtar,52293.68,52.29
15,Rangjung,53639.37,53.64
