"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-02-01#StationRSP/KLRSP/L1Samdrup Jongkhar56630.0556.632Nganglam56630.0556.633Wamrong57932.8157.934Trashigang58310.6958.315Trashiyangtse59115.959.126Mongar59317.259.327Gyelposing59380.0959.388Kanglung58404.2158.49Pemagatshel57837.0857.8410Lhuntse59878.0759.8811Jomotsangkha57570.6857.5712Autsho59541.459.5413Doksum58578.8358.5814Bhangtar57354.0557.3515Rangjung58560.8958.56",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,56630.05,56.63
2,Nganglam,56630.05,56.63
3,Wamrong,57932.81,57.93
4,Trashigang,58310.69,58.31
5,Trashiyangtse,59115.9,59.12
6,Mongar,59317.2,59.32
7,Gyelposing,59380.09,59.38
8,Kanglung,58404.21,58.4
9,Pemagatshel,57837.08,57.84
10,Lhuntse,59878.07,59.88
11,Jomotsangkha,57570.68,57.57
12,Autsho,59541.4,59.54
13,Doksum,58578.83,58.58
14,Bhangtar,57354.05,57.35
15,Rangjung,58560.89,58.56
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-02-01#StationRSP/KLRSP/L1Samdrup Jongkhar56630.0556.632Nganglam56630.0556.633Wamrong57932.8157.934Trashigang58310.6958.315Trashiyangtse59115.959.126Mongar59317.259.327Gyelposing59380.0959.388Kanglung58404.2158.49Pemagatshel57837.0857.8410Lhuntse59878.0759.8811Jomotsangkha57570.6857.5712Autsho59541.459.5413Doksum58578.8358.5814Bhangtar57354.0557.3515Rangjung58560.8958.56",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,56630.05,56.63
2,Nganglam,56630.05,56.63
3,Wamrong,57932.81,57.93
4,Trashigang,58310.69,58.31
5,Trashiyangtse,59115.9,59.12
6,Mongar,59317.2,59.32
7,Gyelposing,59380.09,59.38
8,Kanglung,58404.21,58.4
9,Pemagatshel,57837.08,57.84
10,Lhuntse,59878.07,59.88
11,Jomotsangkha,57570.68,57.57
12,Autsho,59541.4,59.54
13,Doksum,58578.83,58.58
14,Bhangtar,57354.05,57.35
15,Rangjung,58560.89,58.56
