"#",Station,RSP/KL,RSP/L
1,Phuentsholing,55807.9,55.81
2,Rinchending,55879,55.88
3,Pasakha,55942,55.94
4,Chimakothi,57326.75,57.33
5,Lungtenzampa,57625.85,57.63
6,Paro Town,57784.54,57.78
7,Haa,58549.85,58.55
8,Bajo Town,57992.59,57.99
9,Beychu,58216.09,58.22
10,Samtse Town,55707.81,55.71
11,Sipsoo,56967.98,56.97
12,Gomtu,55667.32,55.67
13,Gedu,56918.71,56.92
14,Lobesa,57887.69,57.89
15,Khuruthang,57968.15,57.97
16,Gasa,59328,59.33
