"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52601.09,52.6
2,Sarpang,52952.56,52.95
3,Dagapela,54321.79,54.32
4,Tsirang,53845.74,53.85
5,Zhemgang,54547.82,54.55
6,Trongsa,55514.77,55.51
7,Bumthang,56393.1,56.39
8,Dagana,54821.21,54.82
9,Lhamoizingkha,53608.72,53.61
10,Dangdung,56063.51,56.06
11,Panbang,54153.62,54.15
12,Tingtibi,53792.59,53.79
