"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,53206.84,53.21
2,Nganglam,53206.84,53.21
3,Wamrong,54632.65,54.63
4,Trashigang,54908.52,54.91
5,Trashiyangtse,55808.72,55.81
6,Mongar,55971.88,55.97
7,Gyelposing,55958.48,55.96
8,Kanglung,55087.54,55.09
9,Pemagatshel,54506.08,54.51
10,Lhuntse,56500.45,56.5
11,Jomotsangkha,51864.03,51.86
12,Autsho,56146.25,56.15
13,Doksum,55189.82,55.19
14,Bhangtar,53814.76,53.81
15,Rangjung,55187.66,55.19
