"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,62223.33,62.22
2,Sarpang,62562.03,62.56
3,Dagapela,63889.55,63.89
4,Tsirang,63406.27,63.41
5,Zhemgang,64100.13,64.1
6,Trongsa,65070.65,65.07
7,Bumthang,65910.93,65.91
8,Dagana,64375.3,64.38
9,Lhamoizingkha,63230.06,63.23
10,Dangdung,65654.14,65.65
11,Panbang,63775.86,63.78
12,Tingtibi,63398.13,63.4
