"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,53181.17,53.18
2,Nganglam,53181.17,53.18
3,Wamrong,54606.71,54.61
4,Trashigang,54882.8,54.88
5,Trashiyangtse,55782.8,55.78
6,Mongar,55946.04,55.95
7,Gyelposing,55932.81,55.93
8,Kanglung,55061.64,55.06
9,Pemagatshel,54480.21,54.48
10,Lhuntse,56474.68,56.47
11,Jomotsangkha,51838.38,51.84
12,Autsho,56120.52,56.12
13,Doksum,55164.08,55.16
14,Bhangtar,53789.09,53.79
15,Rangjung,55161.88,55.16
