"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,56576.81,56.58
2,Nganglam Potonala,57015.33,57.02
3,Wamrong,57879.18,57.88
4,Trashigang,58257.38,58.26
5,Trashiyangtse,59062.29,59.06
6,Mongar,59263.71,59.26
7,Gyelposing,59326.84,59.33
8,Kanglung,58350.63,58.35
9,Pemagatshel,57783.54,57.78
10,Lhuntse,59824.68,59.82
11,Jomotsangkha,56576.81,56.58
12,Autsho,59488.07,59.49
13,Doksum,58525.48,58.53
14,Bhangtar,57300.7,57.3
15,Rangjung,58507.49,58.51
