Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Gelephu Town,93468.5,93.47
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Sarpang,93891.99,93.89
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Dagapela,95496.43,95.5
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Tsirang,95061.18,95.06
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Zhemgang,95548.89,95.55
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Trongsa,96495.7,96.5
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Bumthang,97588.58,97.59
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Dagana,96055.02,96.06
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Lhamoizingkha,93807.03,93.81
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Dangdung,95230.38,95.23
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Panbang,94916.78,94.92
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-03-16,Tingtibi,94530.68,94.53
