Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Nganglam,68553.09,68.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Samdrup Jongkhar Gate,68942.37,68.94
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Nganglam Potonala,68553.09,68.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Wamrong,70336.62,70.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Trashigang,70638.65,70.64
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Trashiyangtse,71514.49,71.51
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Mongar,71687.43,71.69
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gyelposing,71693.6,71.69
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Kanglung,70795.74,70.8
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Pemagatshel,70217.96,70.22
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Lhuntse,72224.29,72.22
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Jomotsangkha,68942.37,68.94
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Autsho,71874.58,71.87
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Doksum,70916.58,70.92
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Bhangtar,69550.29,69.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Rangjung,70910.37,70.91
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Samdrup Jongkhar Upper Town,68942.37,68.94
